Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 7, 'n_head': 4, 'n_kv_head': 2, 'n_embd': 512, 'window_pattern': 'SSMM'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 8,388,608
  lm_head                 : 4,194,304
  transformer_matrices    : 12,845,312
  scalars                 : 14
  total                   : 29,622,542
Estimated FLOPs per token: 1.187528e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.010814 | lrm: 1.00 | dt: 16585ms | tok/sec: 3,951 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 01021 (56.9%) | loss: 3.298635 | lrm: 0.78 | dt: 170ms | tok/sec: 386,609 | mfu: 4.6% | epoch: 1 | remaining: 129s    
step 01022 (57.0%) | loss: 3.298236 | lrm: 0.78 | dt: 170ms | tok/sec: 384,635 | mfu: 4.6% | epoch: 1 | remaining: 129s    
step 01023 (57.0%) | loss: 3.302470 | lrm: 0.78 | dt: 168ms | tok/sec: 390,924 | mfu: 4.7% | epoch: 1 | remaining: 129s    
step 01024 (57.1%) | loss: 3.303970 | lrm: 0.78 | dt: 170ms | tok/sec: 385,111 | mfu: 4.6% | epoch: 1 | remaining: 129s    
step 01025 (57.1%) | loss: 3.294071 | lrm: 0.78 | dt: 170ms | tok/sec: 386,333 | mfu: 4.6% | epoch: 1 | remaining: 128s    
step 01026 (57.2%) | loss: 3.294887 | lrm: 0.78 | dt: 168ms | tok/sec: 389,834 | mfu: 4.7% | epoch: 1 | remaining: 128s    
step 01027 (57.3%) | loss: 3.283041 | lrm: 0.78 | dt: 169ms | tok/sec: 388,274 | mfu: 4.7% | epoch: 1 | remaining: 128s    
step 01028 (57.3%) | loss: 3.290436 | lrm: 0.78 | dt: 170ms | tok/sec: 386,556 | mfu: 4.6% | epoch: 1 | remaining: 128s    
step 01029 (57.4%) | loss: 3.285958 | lrm: 0.78 | dt: 169ms | tok/sec: 386,934 | mfu: 4.6% | epoch: 1 | remaining: 128s    
step 01030 (57.4%) | loss: 3.272944 | lrm: 0.77 | dt: 170ms | tok/sec: 385,578 | mfu: 4.6% | epoch: 1 | remaining: 128s    
step 01031 (57.5%) | loss: 3.282610 | lrm: 0.77 | dt: 172ms | tok/sec: 382,047 | mfu: 4.6% | epoch: 1 | remaining: 127s    
step 01032 (57.5%) | loss: 3.278972 | lrm: 0.77 | dt: 169ms | tok/sec: 387,208 | mfu: 4.6% | epoch: 1 | remaining: 127s    
step 01033 (57.6%) | loss: 3.288733 | lrm: 0.77 | dt: 168ms | tok/sec: 389,527 | mfu: 4.7% | epoch: 1 | remaining: 127s    
step 01034 (57.6%) | loss: 3.290977 | lrm: 0.77 | dt: 169ms | tok/sec: 386,946 | mfu: 4.6% | epoch: 1 | remaining: 127s    
step 01035 (57.7%) | loss: 3.293899 | lrm: 0.77 | dt: 169ms | tok/sec: 387,484 | mfu: 4.7% | epoch: 1 | remaining: 127s    
step 01036 (57.8%) | loss: 3.290497 | lrm: 0.77 | dt: 171ms | tok/sec: 384,179 | mfu: 4.6% | epoch: 1 | remaining: 127s    
step 01037 (57.8%) | loss: 3.284309 | lrm: 0.77 | dt: 169ms | tok/sec: 387,634 | mfu: 4.7% | epoch: 1 | remaining: 126s    
step 01038 (57.9%) | loss: 3.286871 | lrm: 0.77 | dt: 169ms | tok/sec: 386,776 | mfu: 4.6% | epoch: 1 | remaining: 126s    
step 01039 (57.9%) | loss: 3.283559 | lrm: 0.76 | dt: 170ms | tok/sec: 386,323 | mfu: 4.6% | epoch: 1 | remaining: 126s    
step 01040 (58.0%) | loss: 3.277269 | lrm: 0.76 | dt: 169ms | tok/sec: 386,654 | mfu: 4.6% | epoch: 1 | remaining: 126s    
step 01041 (58.0%) | loss: 3.275501 | lrm: 0.76 | dt: 169ms | tok/sec: 387,133 | mfu: 4.6% | epoch: 1 | remaining: 126s    
step 01042 (58.1%) | loss: 3.272214 | lrm: 0.76 | dt: 170ms | tok/sec: 384,768 | mfu: 4.6% | epoch: 1 | remaining: 126s    
step 01043 (58.2%) | loss: 3.279656 | lrm: 0.76 | dt: 169ms | tok/sec: 387,563 | mfu: 4.7% | epoch: 1 | remaining: 125s    
step 01044 (58.2%) | loss: 3.278278 | lrm: 0.76 | dt: 171ms | tok/sec: 383,454 | mfu: 4.6% | epoch: 1 | remaining: 125s    
step 01045 (58.3%) | loss: 3.284038 | lrm: 0.76 | dt: 170ms | tok/sec: 384,798 | mfu: 4.6% | epoch: 1 | remaining: 125s    
step 01046 (58.3%) | loss: 3.280387 | lrm: 0.76 | dt: 169ms | tok/sec: 387,606 | mfu: 4.7% | epoch: 1 | remaining: 125s    
step 01047 (58.4%) | loss: 3.279129 | lrm: 0.76 | dt: 172ms | tok/sec: 380,839 | mfu: 4.6% | epoch: 1 | remaining: 125s    
step 01048 (58.4%) | loss: 3.284967 | lrm: 0.76 | dt: 169ms | tok/sec: 386,876 | mfu: 4.6% | epoch: 1 | remaining: 125s    
step 01049 (58.5%) | loss: 3.286709 | lrm: 0.75 | dt: 170ms | tok/sec: 386,177 | mfu: 4.6% | epoch: 1 | remaining: 124s    
step 01050 (58.6%) | loss: 3.283201 | lrm: 0.75 | dt: 168ms | tok/sec: 390,068 | mfu: 4.7% | epoch: 1 | remaining: 124s    
step 01051 (58.6%) | loss: 3.283941 | lrm: 0.75 | dt: 170ms | tok/sec: 385,155 | mfu: 4.6% | epoch: 1 | remaining: 124s    
step 01052 (58.7%) | loss: 3.271156 | lrm: 0.75 | dt: 169ms | tok/sec: 387,920 | mfu: 4.7% | epoch: 1 | remaining: 124s    
step 01053 (58.7%) | loss: 3.281918 | lrm: 0.75 | dt: 171ms | tok/sec: 383,775 | mfu: 4.6% | epoch: 1 | remaining: 124s    
step 01054 (58.8%) | loss: 3.277062 | lrm: 0.75 | dt: 169ms | tok/sec: 388,329 | mfu: 4.7% | epoch: 1 | remaining: 123s    
step 01055 (58.8%) | loss: 3.283145 | lrm: 0.75 | dt: 169ms | tok/sec: 387,579 | mfu: 4.7% | epoch: 1 | remaining: 123s    
step 01056 (58.9%) | loss: 3.271736 | lrm: 0.75 | dt: 169ms | tok/sec: 387,499 | mfu: 4.7% | epoch: 1 | remaining: 123s    
step 01057 (58.9%) | loss: 3.275106 | lrm: 0.75 | dt: 170ms | tok/sec: 385,495 | mfu: 4.6% | epoch: 1 | remaining: 123s    
step 01058 (59.0%) | loss: 3.275168 | lrm: 0.75 | dt: 168ms | tok/sec: 390,974 | mfu: 4.7% | epoch: 1 | remaining: 123s    
step 01059 (59.1%) | loss: 3.281378 | lrm: 0.74 | dt: 172ms | tok/sec: 381,700 | mfu: 4.6% | epoch: 1 | remaining: 123s    
step 01060 (59.1%) | loss: 3.282939 | lrm: 0.74 | dt: 172ms | tok/sec: 381,226 | mfu: 4.6% | epoch: 1 | remaining: 122s    
step 01061 (59.2%) | loss: 3.280196 | lrm: 0.74 | dt: 184ms | tok/sec: 356,715 | mfu: 4.3% | epoch: 1 | remaining: 122s    
step 01062 (59.2%) | loss: 3.281543 | lrm: 0.74 | dt: 173ms | tok/sec: 379,501 | mfu: 4.6% | epoch: 1 | remaining: 122s    
step 01063 (59.3%) | loss: 3.278765 | lrm: 0.74 | dt: 170ms | tok/sec: 385,564 | mfu: 4.6% | epoch: 1 | remaining: 122s    
step 01064 (59.4%) | loss: 3.277834 | lrm: 0.74 | dt: 171ms | tok/sec: 383,685 | mfu: 4.6% | epoch: 1 | remaining: 122s    
step 01065 (59.4%) | loss: 3.280567 | lrm: 0.74 | dt: 173ms | tok/sec: 378,359 | mfu: 4.5% | epoch: 1 | remaining: 122s    
step 01066 (59.5%) | loss: 3.279523 | lrm: 0.74 | dt: 169ms | tok/sec: 387,305 | mfu: 4.6% | epoch: 1 | remaining: 121s    
step 01067 (59.5%) | loss: 3.271446 | lrm: 0.74 | dt: 168ms | tok/sec: 390,386 | mfu: 4.7% | epoch: 1 | remaining: 121s    
step 01068 (59.6%) | loss: 3.280668 | lrm: 0.73 | dt: 171ms | tok/sec: 382,182 | mfu: 4.6% | epoch: 1 | remaining: 121s    
step 01069 (59.6%) | loss: 3.283382 | lrm: 0.73 | dt: 168ms | tok/sec: 389,052 | mfu: 4.7% | epoch: 1 | remaining: 121s    
step 01070 (59.7%) | loss: 3.273936 | lrm: 0.73 | dt: 168ms | tok/sec: 388,977 | mfu: 4.7% | epoch: 1 | remaining: 121s    
step 01071 (59.7%) | loss: 3.264562 | lrm: 0.73 | dt: 169ms | tok/sec: 387,057 | mfu: 4.6% | epoch: 1 | remaining: 121s    
step 01072 (59.8%) | loss: 3.261503 | lrm: 0.73 | dt: 170ms | tok/sec: 386,144 | mfu: 4.6% | epoch: 1 | remaining: 120s    
step 01073 (59.9%) | loss: 3.269786 | lrm: 0.73 | dt: 168ms | tok/sec: 389,931 | mfu: 4.7% | epoch: 1 | remaining: 120s    
step 01074 (59.9%) | loss: 3.281516 | lrm: 0.73 | dt: 169ms | tok/sec: 387,001 | mfu: 4.6% | epoch: 1 | remaining: 120s    
step 01075 (60.0%) | loss: 3.281243 | lrm: 0.73 | dt: 171ms | tok/sec: 383,961 | mfu: 4.6% | epoch: 1 | remaining: 120s    
step 01076 (60.0%) | loss: 3.283252 | lrm: 0.73 | dt: 169ms | tok/sec: 387,944 | mfu: 4.7% | epoch: 1 | remaining: 120s    
step 01077 (60.1%) | loss: 3.281753 | lrm: 0.73 | dt: 170ms | tok/sec: 385,401 | mfu: 4.6% | epoch: 1 | remaining: 120s    
step 01078 (60.1%) | loss: 3.281658 | lrm: 0.72 | dt: 169ms | tok/sec: 388,860 | mfu: 4.7% | epoch: 1 | remaining: 119s    
step 01079 (60.2%) | loss: 3.273139 | lrm: 0.72 | dt: 169ms | tok/sec: 386,905 | mfu: 4.6% | epoch: 1 | remaining: 119s    
step 01080 (60.3%) | loss: 3.269688 | lrm: 0.72 | dt: 169ms | tok/sec: 387,597 | mfu: 4.7% | epoch: 1 | remaining: 119s    
step 01081 (60.3%) | loss: 3.258824 | lrm: 0.72 | dt: 169ms | tok/sec: 387,671 | mfu: 4.7% | epoch: 1 | remaining: 119s    
step 01082 (60.4%) | loss: 3.258789 | lrm: 0.72 | dt: 169ms | tok/sec: 387,708 | mfu: 4.7% | epoch: 1 | remaining: 119s    
step 01083 (60.4%) | loss: 3.254158 | lrm: 0.72 | dt: 170ms | tok/sec: 384,716 | mfu: 4.6% | epoch: 1 | remaining: 119s    
step 01084 (60.5%) | loss: 3.259460 | lrm: 0.72 | dt: 169ms | tok/sec: 388,816 | mfu: 4.7% | epoch: 1 | remaining: 118s    
step 01085 (60.5%) | loss: 3.263288 | lrm: 0.72 | dt: 169ms | tok/sec: 388,327 | mfu: 4.7% | epoch: 1 | remaining: 118s    
step 01086 (60.6%) | loss: 3.265114 | lrm: 0.72 | dt: 169ms | tok/sec: 388,258 | mfu: 4.7% | epoch: 1 | remaining: 118s    
step 01087 (60.7%) | loss: 3.266053 | lrm: 0.72 | dt: 168ms | tok/sec: 390,784 | mfu: 4.7% | epoch: 1 | remaining: 118s    
step 01088 (60.7%) | loss: 3.251830 | lrm: 0.71 | dt: 171ms | tok/sec: 384,043 | mfu: 4.6% | epoch: 1 | remaining: 118s    
step 01089 (60.8%) | loss: 3.249551 | lrm: 0.71 | dt: 170ms | tok/sec: 385,640 | mfu: 4.6% | epoch: 1 | remaining: 118s    
step 01090 (60.8%) | loss: 3.255517 | lrm: 0.71 | dt: 169ms | tok/sec: 387,298 | mfu: 4.6% | epoch: 1 | remaining: 117s    
step 01091 (60.9%) | loss: 3.261128 | lrm: 0.71 | dt: 170ms | tok/sec: 386,374 | mfu: 4.6% | epoch: 1 | remaining: 117s    
step 01092 (60.9%) | loss: 3.265221 | lrm: 0.71 | dt: 170ms | tok/sec: 386,033 | mfu: 4.6% | epoch: 1 | remaining: 117s    
step 01093 (61.0%) | loss: 3.265604 | lrm: 0.71 | dt: 168ms | tok/sec: 389,492 | mfu: 4.7% | epoch: 1 | remaining: 117s    
step 01094 (61.0%) | loss: 3.263824 | lrm: 0.71 | dt: 169ms | tok/sec: 388,716 | mfu: 4.7% | epoch: 1 | remaining: 117s    
step 01095 (61.1%) | loss: 3.250421 | lrm: 0.71 | dt: 171ms | tok/sec: 383,412 | mfu: 4.6% | epoch: 1 | remaining: 117s    
step 01096 (61.2%) | loss: 3.252764 | lrm: 0.71 | dt: 170ms | tok/sec: 386,535 | mfu: 4.6% | epoch: 1 | remaining: 116s    
step 01097 (61.2%) | loss: 3.253340 | lrm: 0.71 | dt: 169ms | tok/sec: 388,902 | mfu: 4.7% | epoch: 1 | remaining: 116s    
step 01098 (61.3%) | loss: 3.242397 | lrm: 0.70 | dt: 170ms | tok/sec: 385,586 | mfu: 4.6% | epoch: 1 | remaining: 116s    
step 01099 (61.3%) | loss: 3.235515 | lrm: 0.70 | dt: 170ms | tok/sec: 385,057 | mfu: 4.6% | epoch: 1 | remaining: 116s    
step 01100 (61.4%) | loss: 3.227968 | lrm: 0.70 | dt: 168ms | tok/sec: 389,844 | mfu: 4.7% | epoch: 1 | remaining: 116s    
step 01101 (61.4%) | loss: 3.234796 | lrm: 0.70 | dt: 170ms | tok/sec: 386,185 | mfu: 4.6% | epoch: 1 | remaining: 116s    
step 01102 (61.5%) | loss: 3.240617 | lrm: 0.70 | dt: 169ms | tok/sec: 388,053 | mfu: 4.7% | epoch: 1 | remaining: 115s    
step 01103 (61.6%) | loss: 3.250556 | lrm: 0.70 | dt: 169ms | tok/sec: 387,692 | mfu: 4.7% | epoch: 1 | remaining: 115s    
step 01104 (61.6%) | loss: 3.245864 | lrm: 0.70 | dt: 170ms | tok/sec: 386,032 | mfu: 4.6% | epoch: 1 | remaining: 115s    
step 01105 (61.7%) | loss: 3.244017 | lrm: 0.70 | dt: 171ms | tok/sec: 384,197 | mfu: 4.6% | epoch: 1 | remaining: 115s    
step 01106 (61.7%) | loss: 3.248282 | lrm: 0.70 | dt: 170ms | tok/sec: 386,309 | mfu: 4.6% | epoch: 1 | remaining: 115s    
step 01107 (61.8%) | loss: 3.249810 | lrm: 0.69 | dt: 170ms | tok/sec: 385,572 | mfu: 4.6% | epoch: 1 | remaining: 114s    
step 01108 (61.8%) | loss: 3.243512 | lrm: 0.69 | dt: 168ms | tok/sec: 389,583 | mfu: 4.7% | epoch: 1 | remaining: 114s    
step 01109 (61.9%) | loss: 3.235262 | lrm: 0.69 | dt: 168ms | tok/sec: 389,767 | mfu: 4.7% | epoch: 1 | remaining: 114s    
step 01110 (61.9%) | loss: 3.239031 | lrm: 0.69 | dt: 169ms | tok/sec: 387,283 | mfu: 4.6% | epoch: 1 | remaining: 114s    
step 01111 (62.0%) | loss: 3.237185 | lrm: 0.69 | dt: 172ms | tok/sec: 381,227 | mfu: 4.6% | epoch: 1 | remaining: 114s    
step 01112 (62.1%) | loss: 3.244827 | lrm: 0.69 | dt: 168ms | tok/sec: 390,579 | mfu: 4.7% | epoch: 1 | remaining: 114s    
step 01113 (62.1%) | loss: 3.248672 | lrm: 0.69 | dt: 172ms | tok/sec: 381,068 | mfu: 4.6% | epoch: 1 | remaining: 113s    
step 01114 (62.2%) | loss: 3.254850 | lrm: 0.69 | dt: 169ms | tok/sec: 387,980 | mfu: 4.7% | epoch: 1 | remaining: 113s    
step 01115 (62.2%) | loss: 3.260380 | lrm: 0.69 | dt: 170ms | tok/sec: 386,379 | mfu: 4.6% | epoch: 1 | remaining: 113s    
step 01116 (62.3%) | loss: 3.256122 | lrm: 0.69 | dt: 172ms | tok/sec: 381,310 | mfu: 4.6% | epoch: 1 | remaining: 113s    
step 01117 (62.3%) | loss: 3.243083 | lrm: 0.68 | dt: 170ms | tok/sec: 384,966 | mfu: 4.6% | epoch: 1 | remaining: 113s    
step 01118 (62.4%) | loss: 3.248761 | lrm: 0.68 | dt: 170ms | tok/sec: 386,317 | mfu: 4.6% | epoch: 1 | remaining: 113s    
step 01119 (62.5%) | loss: 3.241927 | lrm: 0.68 | dt: 170ms | tok/sec: 386,415 | mfu: 4.6% | epoch: 1 | remaining: 112s    
step 01120 (62.5%) | loss: 3.234539 | lrm: 0.68 | dt: 170ms | tok/sec: 384,654 | mfu: 4.6% | epoch: 1 | remaining: 112s    
step 01121 (62.6%) | loss: 3.227508 | lrm: 0.68 | dt: 169ms | tok/sec: 388,527 | mfu: 4.7% | epoch: 1 | remaining: 112s    
step 01122 (62.6%) | loss: 3.222390 | lrm: 0.68 | dt: 167ms | tok/sec: 391,596 | mfu: 4.7% | epoch: 1 | remaining: 112s    
step 01123 (62.7%) | loss: 3.224992 | lrm: 0.68 | dt: 170ms | tok/sec: 386,432 | mfu: 4.6% | epoch: 1 | remaining: 112s    
step 01124 (62.7%) | loss: 3.225143 | lrm: 0.68 | dt: 169ms | tok/sec: 388,305 | mfu: 4.7% | epoch: 1 | remaining: 112s    
step 01125 (62.8%) | loss: 3.224166 | lrm: 0.68 | dt: 169ms | tok/sec: 388,474 | mfu: 4.7% | epoch: 1 | remaining: 111s    
step 01126 (62.9%) | loss: 3.227353 | lrm: 0.68 | dt: 167ms | tok/sec: 391,484 | mfu: 4.7% | epoch: 1 | remaining: 111s    
step 01127 (62.9%) | loss: 3.228212 | lrm: 0.67 | dt: 173ms | tok/sec: 379,883 | mfu: 4.6% | epoch: 1 | remaining: 111s    
step 01128 (63.0%) | loss: 3.224849 | lrm: 0.67 | dt: 168ms | tok/sec: 391,164 | mfu: 4.7% | epoch: 1 | remaining: 111s    
step 01129 (63.0%) | loss: 3.223872 | lrm: 0.67 | dt: 168ms | tok/sec: 389,480 | mfu: 4.7% | epoch: 1 | remaining: 111s    
step 01130 (63.1%) | loss: 3.231760 | lrm: 0.67 | dt: 172ms | tok/sec: 381,621 | mfu: 4.6% | epoch: 1 | remaining: 111s    
step 01131 (63.1%) | loss: 3.219172 | lrm: 0.67 | dt: 168ms | tok/sec: 389,617 | mfu: 4.7% | epoch: 1 | remaining: 110s    
step 01132 (63.2%) | loss: 3.222627 | lrm: 0.67 | dt: 175ms | tok/sec: 375,079 | mfu: 4.5% | epoch: 1 | remaining: 110s    
step 01133 (63.3%) | loss: 3.226750 | lrm: 0.67 | dt: 173ms | tok/sec: 378,713 | mfu: 4.5% | epoch: 1 | remaining: 110s    
step 01134 (63.3%) | loss: 3.230460 | lrm: 0.67 | dt: 170ms | tok/sec: 385,245 | mfu: 4.6% | epoch: 1 | remaining: 110s    
step 01135 (63.4%) | loss: 3.221574 | lrm: 0.67 | dt: 172ms | tok/sec: 381,139 | mfu: 4.6% | epoch: 1 | remaining: 110s    
step 01136 (63.4%) | loss: 3.221864 | lrm: 0.67 | dt: 169ms | tok/sec: 386,825 | mfu: 4.6% | epoch: 1 | remaining: 110s    
step 01137 (63.5%) | loss: 3.227708 | lrm: 0.66 | dt: 168ms | tok/sec: 389,712 | mfu: 4.7% | epoch: 1 | remaining: 109s    
step 01138 (63.5%) | loss: 3.223073 | lrm: 0.66 | dt: 167ms | tok/sec: 391,800 | mfu: 4.7% | epoch: 1 | remaining: 109s    
step 01139 (63.6%) | loss: 3.228225 | lrm: 0.66 | dt: 172ms | tok/sec: 380,684 | mfu: 4.6% | epoch: 1 | remaining: 109s    
step 01140 (63.6%) | loss: 3.236641 | lrm: 0.66 | dt: 169ms | tok/sec: 387,193 | mfu: 4.6% | epoch: 1 | remaining: 109s    
step 01141 (63.7%) | loss: 3.227642 | lrm: 0.66 | dt: 167ms | tok/sec: 391,466 | mfu: 4.7% | epoch: 1 | remaining: 109s    
step 01142 (63.8%) | loss: 3.233881 | lrm: 0.66 | dt: 168ms | tok/sec: 389,022 | mfu: 4.7% | epoch: 1 | remaining: 109s    
step 01143 (63.8%) | loss: 3.237176 | lrm: 0.66 | dt: 169ms | tok/sec: 388,660 | mfu: 4.7% | epoch: 1 | remaining: 108s    
step 01144 (63.9%) | loss: 3.241858 | lrm: 0.66 | dt: 168ms | tok/sec: 389,882 | mfu: 4.7% | epoch: 1 | remaining: 108s    
step 01145 (63.9%) | loss: 3.237613 | lrm: 0.66 | dt: 167ms | tok/sec: 392,316 | mfu: 4.7% | epoch: 1 | remaining: 108s    
step 01146 (64.0%) | loss: 3.241392 | lrm: 0.65 | dt: 167ms | tok/sec: 391,644 | mfu: 4.7% | epoch: 1 | remaining: 108s    
step 01147 (64.0%) | loss: 3.237179 | lrm: 0.65 | dt: 169ms | tok/sec: 388,131 | mfu: 4.7% | epoch: 1 | remaining: 108s    
step 01148 (64.1%) | loss: 3.241914 | lrm: 0.65 | dt: 168ms | tok/sec: 388,955 | mfu: 4.7% | epoch: 1 | remaining: 108s    
step 01149 (64.2%) | loss: 3.240070 | lrm: 0.65 | dt: 168ms | tok/sec: 389,868 | mfu: 4.7% | epoch: 1 | remaining: 107s    
step 01150 (64.2%) | loss: 3.249132 | lrm: 0.65 | dt: 169ms | tok/sec: 388,669 | mfu: 4.7% | epoch: 1 | remaining: 107s    
step 01151 (64.3%) | loss: 3.241429 | lrm: 0.65 | dt: 168ms | tok/sec: 389,941 | mfu: 4.7% | epoch: 1 | remaining: 107s    
step 01152 (64.3%) | loss: 3.240404 | lrm: 0.65 | dt: 167ms | tok/sec: 391,469 | mfu: 4.7% | epoch: 1 | remaining: 107s    
step 01153 (64.4%) | loss: 3.244435 | lrm: 0.65 | dt: 168ms | tok/sec: 389,913 | mfu: 4.7% | epoch: 1 | remaining: 107s    
step 01154 (64.4%) | loss: 3.239121 | lrm: 0.65 | dt: 169ms | tok/sec: 388,149 | mfu: 4.7% | epoch: 1 | remaining: 107s    
step 01155 (64.5%) | loss: 3.228704 | lrm: 0.65 | dt: 167ms | tok/sec: 391,288 | mfu: 4.7% | epoch: 1 | remaining: 106s    
step 01156 (64.5%) | loss: 3.232453 | lrm: 0.64 | dt: 183ms | tok/sec: 357,675 | mfu: 4.3% | epoch: 1 | remaining: 106s    
step 01157 (64.6%) | loss: 3.231897 | lrm: 0.64 | dt: 169ms | tok/sec: 387,615 | mfu: 4.7% | epoch: 1 | remaining: 106s    
step 01158 (64.7%) | loss: 3.229056 | lrm: 0.64 | dt: 167ms | tok/sec: 392,298 | mfu: 4.7% | epoch: 1 | remaining: 106s    
step 01159 (64.7%) | loss: 3.223147 | lrm: 0.64 | dt: 169ms | tok/sec: 387,277 | mfu: 4.6% | epoch: 1 | remaining: 106s    
step 01160 (64.8%) | loss: 3.237825 | lrm: 0.64 | dt: 170ms | tok/sec: 385,758 | mfu: 4.6% | epoch: 1 | remaining: 106s    
step 01161 (64.8%) | loss: 3.248864 | lrm: 0.64 | dt: 169ms | tok/sec: 388,619 | mfu: 4.7% | epoch: 1 | remaining: 105s    
step 01162 (64.9%) | loss: 3.245014 | lrm: 0.64 | dt: 167ms | tok/sec: 391,658 | mfu: 4.7% | epoch: 1 | remaining: 105s    
step 01163 (64.9%) | loss: 3.248944 | lrm: 0.64 | dt: 168ms | tok/sec: 389,755 | mfu: 4.7% | epoch: 1 | remaining: 105s    
step 01164 (65.0%) | loss: 3.241890 | lrm: 0.64 | dt: 167ms | tok/sec: 391,568 | mfu: 4.7% | epoch: 1 | remaining: 105s    
step 01165 (65.1%) | loss: 3.244093 | lrm: 0.64 | dt: 167ms | tok/sec: 392,579 | mfu: 4.7% | epoch: 1 | remaining: 105s    
step 01166 (65.1%) | loss: 3.245834 | lrm: 0.63 | dt: 170ms | tok/sec: 385,705 | mfu: 4.6% | epoch: 1 | remaining: 104s    
step 01167 (65.2%) | loss: 3.247456 | lrm: 0.63 | dt: 168ms | tok/sec: 389,191 | mfu: 4.7% | epoch: 1 | remaining: 104s    
step 01168 (65.2%) | loss: 3.242390 | lrm: 0.63 | dt: 168ms | tok/sec: 389,708 | mfu: 4.7% | epoch: 1 | remaining: 104s    
step 01169 (65.3%) | loss: 3.242242 | lrm: 0.63 | dt: 168ms | tok/sec: 390,282 | mfu: 4.7% | epoch: 1 | remaining: 104s    
step 01170 (65.3%) | loss: 3.235838 | lrm: 0.63 | dt: 168ms | tok/sec: 389,096 | mfu: 4.7% | epoch: 1 | remaining: 104s    
step 01171 (65.4%) | loss: 3.237700 | lrm: 0.63 | dt: 167ms | tok/sec: 391,417 | mfu: 4.7% | epoch: 1 | remaining: 104s    
step 01172 (65.4%) | loss: 3.241907 | lrm: 0.63 | dt: 169ms | tok/sec: 388,072 | mfu: 4.7% | epoch: 1 | remaining: 103s    
step 01173 (65.5%) | loss: 3.241023 | lrm: 0.63 | dt: 169ms | tok/sec: 388,916 | mfu: 4.7% | epoch: 1 | remaining: 103s    
step 01174 (65.6%) | loss: 3.238917 | lrm: 0.63 | dt: 167ms | tok/sec: 391,625 | mfu: 4.7% | epoch: 1 | remaining: 103s    
step 01175 (65.6%) | loss: 3.239665 | lrm: 0.63 | dt: 168ms | tok/sec: 390,584 | mfu: 4.7% | epoch: 1 | remaining: 103s    
step 01176 (65.7%) | loss: 3.244571 | lrm: 0.62 | dt: 169ms | tok/sec: 388,741 | mfu: 4.7% | epoch: 1 | remaining: 103s    
step 01177 (65.7%) | loss: 3.241487 | lrm: 0.62 | dt: 167ms | tok/sec: 392,911 | mfu: 4.7% | epoch: 1 | remaining: 103s    
step 01178 (65.8%) | loss: 3.228664 | lrm: 0.62 | dt: 169ms | tok/sec: 387,443 | mfu: 4.6% | epoch: 1 | remaining: 102s    
step 01179 (65.8%) | loss: 3.232714 | lrm: 0.62 | dt: 168ms | tok/sec: 389,215 | mfu: 4.7% | epoch: 1 | remaining: 102s    
step 01180 (65.9%) | loss: 3.230481 | lrm: 0.62 | dt: 167ms | tok/sec: 391,569 | mfu: 4.7% | epoch: 1 | remaining: 102s    
step 01181 (66.0%) | loss: 3.234747 | lrm: 0.62 | dt: 168ms | tok/sec: 390,657 | mfu: 4.7% | epoch: 1 | remaining: 102s    
step 01182 (66.0%) | loss: 3.238000 | lrm: 0.62 | dt: 168ms | tok/sec: 390,323 | mfu: 4.7% | epoch: 1 | remaining: 102s    
step 01183 (66.1%) | loss: 3.243968 | lrm: 0.62 | dt: 169ms | tok/sec: 388,269 | mfu: 4.7% | epoch: 1 | remaining: 102s    
step 01184 (66.1%) | loss: 3.244905 | lrm: 0.62 | dt: 168ms | tok/sec: 389,888 | mfu: 4.7% | epoch: 1 | remaining: 101s    
step 01185 (66.2%) | loss: 3.241268 | lrm: 0.61 | dt: 168ms | tok/sec: 390,095 | mfu: 4.7% | epoch: 1 | remaining: 101s    
step 01186 (66.2%) | loss: 3.247941 | lrm: 0.61 | dt: 168ms | tok/sec: 389,538 | mfu: 4.7% | epoch: 1 | remaining: 101s    
step 01187 (66.3%) | loss: 3.246957 | lrm: 0.61 | dt: 168ms | tok/sec: 390,334 | mfu: 4.7% | epoch: 1 | remaining: 101s    
step 01188 (66.3%) | loss: 3.244502 | lrm: 0.61 | dt: 168ms | tok/sec: 391,133 | mfu: 4.7% | epoch: 1 | remaining: 101s    
step 01189 (66.4%) | loss: 3.247960 | lrm: 0.61 | dt: 168ms | tok/sec: 390,581 | mfu: 4.7% | epoch: 1 | remaining: 101s    
step 01190 (66.5%) | loss: 3.256424 | lrm: 0.61 | dt: 169ms | tok/sec: 387,815 | mfu: 4.7% | epoch: 1 | remaining: 100s    
step 01191 (66.5%) | loss: 3.255347 | lrm: 0.61 | dt: 167ms | tok/sec: 391,368 | mfu: 4.7% | epoch: 1 | remaining: 100s    
step 01192 (66.6%) | loss: 3.248147 | lrm: 0.61 | dt: 168ms | tok/sec: 389,899 | mfu: 4.7% | epoch: 1 | remaining: 100s    
